SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos,SalaryBaseSalary,SalaryCompensation,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Remarks
CLB,Lampson,Matt,Matt Lampson,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
CLB,Schoenfeld,Aaron,Aaron Schoenfeld,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
CLB,Warzycha,Konrad,Konrad Warzycha,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
COL,Castrillon,Jaime,Jaime Castrillon,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
COL,Hill,Kamani,Kamani Hill,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
COL,Klute,Chris,Chris Klute,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
COL,Mera,German,German Mera,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
COL,Smith,Jamie,Jamie Smith,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
FCD,Keel,Stephen,Stephen Keel,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
FCD,Top,Jonathan,Jonathan Top,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
FCD,Woodberry,London,London Woodberry,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
DC,Doyle,Conor,Conor Doyle,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
DC,Dykstra,Andrew,Andrew Dykstra,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
DC,Syamsir,Alam,Alam Syamsir,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
DC,Willis,Joe,Joe Willis,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
HOU,Creavalle,Warren,Warren Creavalle,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
HOU,Marscheider,Erich,Erich Marscheider,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
HOU,Ownby,Brian,Brian Ownby,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SKC,Joseph,Peterson,Peterson Joseph,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SKC,Olum,Lawrence,Lawrence Olum,M/D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SKC,Saad,Soony,Soony Saad,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Courtois,Laurent,Laurent Courtois,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Garcia,Rafael,Rafael Garcia,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Gaul,Bryan,Bryan Gaul,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Jimenez,Hector,Hector Jimenez,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Rowe,Brian,Brian Rowe,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Walker,Kenney,Kenney Walker,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
MTL,Bush,Evan,Evan Bush,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
MTL,Ouimette,Karl,Karl Ouimette,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
NYRB,Bustamante,Michael,Michael Bustamante,M-D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
NYRB,Christianson,Ian,Ian Christianson,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Gaddis,Raymon,Raymon Gaddis,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Jordan,Greg,Greg Jordan,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Kassel,Matt,Matt Kassel,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Konopka,Chris,Chris Konopka,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Nikolov,Oka,Oka Nikolov,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Wheeler,Aaron,Aaron Wheeler,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
POR,Evans,Steven,Steven Evans,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
POR,McKenzie,Rauwshan,Rauwshan McKenzie,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
POR,Nanchoff,Michael,Michael Nanchoff,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
POR,Rincon,Sebastian,Sebastian Rincon,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
RSL,Alvarez,Yordany,Yordany Alvarez,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
RSL,Attinella,Jeff,Jeff Attinella,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
RSL,Grossman,Cole,Cole Grossman,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
RSL,Velasquez,Sebastian,Sebastian Velasquez,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SEA,Carrasco,Servando,Servando Carrasco,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SEA,Caskey,Alex,Alex Caskey,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SEA,Ford,Josh,Josh Ford,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SEA,Rose,Andy,Andy Rose,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SEA,Weber,Andrew,Andrew Weber,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SJE,Newton,Evan,Evan Newton,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SJE,Ring,Brad,Brad Ring,M,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
SJE,Tracy,Marcus,Marcus Tracy,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
TFC,Bendik,Joe,Joe Bendik,GK,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
TFC,Bloom,Mark,Mark Bloom,D,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
