SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos, SalaryBaseSalary , SalaryCompensation ,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Column2
FCD,Sikora ,Victor ,Victor  Sikora ,M , $144Ê000.00 , $163Ê286.00 ,"July 10, 2008",2008,July,July 2008,,
LAG,Vagenas ,Peter ,Peter  Vagenas ,M , $144Ê000.00 , $144Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
CHI,Francis,Shaun,Shaun Francis,D, $46Ê500.00 , $46Ê500.00 ,"September 15, 2013",2013,September,September 2013,,
DC,Kitchen,Perry,Perry Kitchen,D, $143Ê500.00 , $228Ê950.00 ,"September 15, 2014",2014,September,September 2014,,
DC,Kitchen,Perry,Perry Kitchen,D, $143Ê500.00 , $228Ê950.00 ,"April 1, 2014",2014,April,April 2014,,
VAN,Fernandez,Sebastian,Sebastian Fernandez,M, $143Ê000.00 , $143Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
VAN,Fernandez,Sebastian,Sebastian Fernandez,M, $143Ê000.00 , $143Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
MTL,Bernier,Patrice,Patrice Bernier,F-M, $143Ê000.00 , $162Ê333.00 ,"September 15, 2013",2013,September,September 2013,,
MTL,Bernier,Patrice,Patrice Bernier,F-M, $143Ê000.00 , $162Ê333.00 ,"August 1, 2013",2013,August,August 2013,,
MTL,Bernier,Patrice,Patrice Bernier,F-M, $143Ê000.00 , $162Ê333.00 ,"May 1, 2013",2013,May,May 2013,,
RSL,Beckerman ,Kyle ,Kyle  Beckerman ,M , $143Ê000.00 , $145Ê500.00 ,"July 10, 2008",2008,July,July 2008,,
SJE,Peterson ,Jacob ,Jacob  Peterson ,F , $142Ê500.00 , $150Ê775.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,Albright ,Chris ,Chris  Albright ,M-D , $142Ê500.00 , $142Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,Hagglund,Nick,Nick Hagglund,D, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
POR,Piquionne,Frederic,Frederic Piquionne,F, $142Ê000.00 , $142Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
POR,Piquionne,Frederic,Frederic Piquionne,F, $142Ê000.00 , $150Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
POR,Piquionne,Frederic,Frederic Piquionne,F, $142Ê000.00 , $150Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
POR,Piquionne,Frederic,Frederic Piquionne,F, $142Ê000.00 , $150Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
TFC,Marshall ,Tyrone ,Tyrone  Marshall ,D , $142Ê000.00 , $149Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
HOU,Barrett ,Wade ,Wade  Barrett ,D , $141Ê750.00 , $141Ê750.00 ,"July 31, 2007",2007,July,July 2007,,
CLB,Carroll ,Brian ,Brian  Carroll ,M , $140Ê569.00 , $144Ê319.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Francis,Shaun,Shaun Francis,D, $46Ê500.00 , $46Ê500.00 ,"August 1, 2013",2013,August,August 2013,,
SEA,Jaqua ,Nate ,Nate  Jaqua ,F , $140Ê004.00 , $140Ê004.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Hairston,Marlon,Marlon Hairston,M, $80Ê000.00 , $103Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
ORL,Hall,Tally,Tally Hall,GK, $215Ê000.00 , $228Ê500.00 ,"September 15, 2015",2015,September,September 2015,,
NE,Hall,Jeremy,Jeremy Hall,D, $70Ê000.00 , $70Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SKC,Hallisey,Connor,Connor Hallisey,M, $60Ê000.00 , $73Ê750.00 ,"September 15, 2015",2015,September,September 2015,,
DC,Halsti,Markus,Markus Halsti,M, $275Ê000.00 , $336Ê833.00 ,"September 15, 2015",2015,September,September 2015,,
DC,Hamid,Bill,Bill Hamid,GK, $360Ê000.00 , $405Ê500.00 ,"September 15, 2015",2015,September,September 2015,,
TFC,Hamilton,Jordan,Jordan Hamilton,F, $63Ê000.00 , $75Ê500.00 ,"September 15, 2015",2015,September,September 2015,,
CHI,Harden,Ty,Ty Harden,D, $71Ê663.00 , $75Ê078.00 ,"September 15, 2015",2015,September,September 2015,,
PHI,Wenger,Andrew,Andrew Wenger,D/F, $140Ê000.00 , $242Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
VAN,Mattocks,Darren,Darren Mattocks,F, $140Ê000.00 , $232Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
LAG,Dunivant,Todd,Todd Dunivant,D, $140Ê000.00 , $160Ê750.00 ,"September 15, 2014",2014,September,September 2014,,
TFC,Bendik,Joe,Joe Bendik,GK, $140Ê000.00 , $147Ê375.00 ,"September 15, 2014",2014,September,September 2014,,
SJE,Thompson,Tommy,Tommy Thompson,M, $140Ê000.00 , $145Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
SJE,Stewart,Jordan,Jordan Stewart,M-D, $140Ê000.00 , $140Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
PHI,Wenger,Andrew,Andrew Wenger,D/F, $140Ê000.00 , $242Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
VAN,Mattocks,Darren,Darren Mattocks,F, $140Ê000.00 , $232Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
LAG,Dunivant,Todd,Todd Dunivant,D, $140Ê000.00 , $160Ê750.00 ,"April 1, 2014",2014,April,April 2014,,
TFC,Bendik,Joe,Joe Bendik,GK, $140Ê000.00 , $147Ê375.00 ,"April 1, 2014",2014,April,April 2014,,
SJE,Thompson,Tommy,Tommy Thompson,M, $140Ê000.00 , $145Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
SJE,Stewart,Jordan,Jordan Stewart,M-D, $140Ê000.00 , $140Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
CHI,Franco,Marco,Marco Franco,D, $36Ê500.00 , $36Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
POR,Harrington,Michael,Michael Harrington,M-D, $140Ê000.00 , $166Ê833.00 ,"September 15, 2013",2013,September,September 2013,,
MTL,Nyassi,Sanna,Sanna Nyassi,M, $140Ê000.00 , $147Ê625.00 ,"September 15, 2013",2013,September,September 2013,,
DC,Riley,James,James Riley,D, $140Ê000.00 , $145Ê750.00 ,"September 15, 2013",2013,September,September 2013,,
CHV,Mejia,Edgar,Edgar Mejia,M, $140Ê000.00 , $140Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
CHI,Franco,Marco,Marco Franco,D, $36Ê500.00 , $36Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
POR,Harrington,Michael,Michael Harrington,M-D, $140Ê000.00 , $166Ê833.00 ,"August 1, 2013",2013,August,August 2013,,
MTL,Nyassi,Sanna,Sanna Nyassi,M, $140Ê000.00 , $147Ê625.00 ,"August 1, 2013",2013,August,August 2013,,
DC,Riley,James,James Riley,D, $140Ê000.00 , $145Ê750.00 ,"August 1, 2013",2013,August,August 2013,,
CHV,Mejia,Edgar,Edgar Mejia,M, $140Ê000.00 , $140Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
CHI,Franco ,Guillermo ,Guillermo  Franco ,F , $174Ê000.00 , $174Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
SKC,Zusi,Graham,Graham Zusi,F-M, $140Ê000.00 , $173Ê813.00 ,"May 1, 2013",2013,May,May 2013,,
POR,Harrington,Michael,Michael Harrington,M-D, $140Ê000.00 , $166Ê833.00 ,"May 1, 2013",2013,May,May 2013,,
MTL,Nyassi,Sanna,Sanna Nyassi,M, $140Ê000.00 , $147Ê625.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Riley,James,James Riley,D, $140Ê000.00 , $145Ê750.00 ,"May 1, 2013",2013,May,May 2013,,
CHV,Mejia,Edgar,Edgar Mejia,M, $140Ê000.00 , $140Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
VAN,Young-Pyo ,Lee ,Lee  Young-Pyo ,D , $140Ê000.00 , $174Ê200.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Dunivant ,Todd ,Todd  Dunivant ,D , $140Ê000.00 , $146Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
VAN,Young-Pyo ,Lee ,Lee  Young-Pyo ,D , $140Ê000.00 , $174Ê200.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Dunivant ,Todd ,Todd  Dunivant ,D , $140Ê000.00 , $146Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
VAN,Young-Pyo ,Lee ,Lee  Young-Pyo ,D , $140Ê000.00 , $174Ê200.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Dunivant ,Todd ,Todd  Dunivant ,D , $140Ê000.00 , $146Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CLB,Cunningham ,Jeffrey ,Jeffrey  Cunningham ,F , $140Ê000.00 , $152Ê500.00 ,"January 9, 2011",2011,January,January 2011,,
SKC,Smith ,Ryan ,Ryan  Smith ,M-F , $140Ê000.00 , $144Ê375.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Rogers ,Robbie ,Robbie  Rogers ,M-F , $140Ê000.00 , $140Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Alonso ,Osvaldo ,Osvaldo  Alonso ,M , $140Ê000.00 , $140Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Barros Schelotto ,Guillermo ,Guillermo  Barros Schelotto ,M-F , $140Ê000.00 , $241Ê250.00 ,"August 12, 2010",2010,August,August 2010,,
SKC,Auvray ,Stephane ,Stephane  Auvray ,M , $140Ê000.00 , $148Ê125.00 ,"August 12, 2010",2010,August,August 2010,,
RSL,Borchers ,Nat ,Nat  Borchers ,D , $140Ê000.00 , $147Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
FCD,Sala ,Dario ,Dario  Sala ,GK , $140Ê000.00 , $158Ê125.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Razov ,Ante ,Ante  Razov ,F , $140Ê000.00 , $147Ê750.00 ,"September 15, 2009",2009,September,September 2009,,
FCD,Ihemelu ,Ugo ,Ugo  Ihemelu ,D , $140Ê000.00 , $140Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
FCD,Rocha ,Andre ,Andre  Rocha ,M , $140Ê000.00 , $140Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
DC,Guerrero ,Ivan ,Ivan  Guerrero ,M , $140Ê000.00 , $147Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
LAG,Buddle ,Edson ,Edson  Buddle ,F , $140Ê000.00 , $150Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
CLB,Herron ,Andy ,Andy  Herron ,F , $140Ê000.00 , $148Ê750.00 ,"July 31, 2007",2007,July,July 2007,,
SJE,Ballouchy ,Mehdi ,Mehdi  Ballouchy ,M , $138Ê188.00 , $138Ê188.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Ballouchy ,Mehdi ,Mehdi  Ballouchy ,M , $138Ê188.00 , $138Ê188.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Ballouchy ,Mehdi ,Mehdi  Ballouchy ,M , $138Ê188.00 , $138Ê188.00 ,"May 15, 2012",2012,May,May 2012,,
TFC,Earnshaw,Robert,Robert Earnshaw,F, $138Ê000.00 , $155Ê150.00 ,"September 15, 2013",2013,September,September 2013,,
TFC,Earnshaw,Robert,Robert Earnshaw,F, $138Ê000.00 , $155Ê150.00 ,"August 1, 2013",2013,August,August 2013,,
TFC,Earnshaw,Robert,Robert Earnshaw,F, $138Ê000.00 , $155Ê150.00 ,"May 1, 2013",2013,May,May 2013,,
NE,Sene ,Saer ,Saer  Sene ,F , $138Ê000.00 , $148Ê844.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Sene ,Saer ,Saer  Sene ,F , $138Ê000.00 , $148Ê844.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Sene ,Saer ,Saer  Sene ,F , $138Ê000.00 , $148Ê844.00 ,"May 15, 2012",2012,May,May 2012,,
CHV,Umana ,Michael ,Michael  Umana ,D , $138Ê000.00 , $145Ê500.00 ,"January 9, 2011",2011,January,January 2011,,
SJE,Sealy ,Scott ,Scott  Sealy ,F , $138Ê000.00 , $145Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
NE,Badilla ,Gabriel ,Gabriel  Badilla ,D , $138Ê000.00 , $138Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
NE,Badilla ,Gabriel ,Gabriel  Badilla ,D , $138Ê000.00 , $138Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Osorno ,Daniel ,Daniel  Osorno ,F , $138Ê000.00 , $143Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,Johnson ,Ryan ,Ryan  Johnson ,M , $137Ê813.00 , $137Ê813.00 ,"January 10, 2012",2012,January,January 2012,,
TFC,Johnson ,Ryan ,Ryan  Johnson ,M , $137Ê813.00 , $137Ê813.00 ,"August 1, 2012",2012,August,August 2012,,
TFC,Johnson ,Ryan ,Ryan  Johnson ,M , $137Ê813.00 , $137Ê813.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Robinson ,Eddie ,Eddie  Robinson ,D , $137Ê813.00 , $137Ê813.00 ,"September 15, 2009",2009,September,September 2009,,
SJE,Garcia ,Nick ,Nick  Garcia ,D , $137Ê812.00 , $142Ê812.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Harrington,Michael,Michael Harrington,M-D, $130Ê000.00 , $130Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
NYRB,Convey,Bobby,Bobby Convey,M, $137Ê500.00 , $147Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
NYRB,Convey,Bobby,Bobby Convey,M, $137Ê500.00 , $147Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
SKC,Victorine ,Sasha ,Sasha  Victorine ,M , $137Ê500.00 , $140Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,DeRosario,Dwayne,Dwayne DeRosario,M, $137Ê000.00 , $173Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
TFC,DeRosario,Dwayne,Dwayne DeRosario,M, $137Ê000.00 , $173Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
COL,Smith ,Jamie ,Jamie  Smith ,M , $136Ê992.00 , $146Ê992.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Sam,Lloyd,Lloyd Sam,F, $136Ê500.00 , $136Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
NYRB,Sam,Lloyd,Lloyd Sam,F, $136Ê500.00 , $136Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
SEA,Parke ,Jeff ,Jeff  Parke ,D , $136Ê500.00 , $136Ê500.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,Kovalenko ,Dema ,Dema  Kovalenko ,M , $136Ê500.00 , $144Ê119.00 ,"August 12, 2010",2010,August,August 2010,,
LAG,Eskandarian ,Alecko ,Alecko  Eskandarian ,F , $135Ê850.00 , $143Ê391.00 ,"September 15, 2009",2009,September,September 2009,,
NE,Parkhurst ,Michael ,Michael  Parkhurst ,D , $135Ê383.00 , $147Ê883.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Harris,Atiba,Atiba Harris,M-F, $130Ê000.00 , $130Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
VAN,Harvey,Jordan,Jordan Harvey,D, $150Ê000.00 , $150Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
ORL,Heath,Harrison,Harrison Heath,M, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
FCD,Hedges,Matt,Matt Hedges,D, $135Ê000.00 , $135Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
NE,Bunbury,Teal,Teal Bunbury,F, $135Ê000.00 , $233Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
COL,LaBrocca,Nick,Nick LaBrocca,M, $135Ê000.00 , $153Ê333.00 ,"September 15, 2014",2014,September,September 2014,,
TFC,Osorio,Jonathan,Jonathan Osorio,M, $135Ê000.00 , $142Ê600.00 ,"September 15, 2014",2014,September,September 2014,,
LAG,Penedo,Jaime,Jaime Penedo,GK, $135Ê000.00 , $138Ê563.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Clark,Steven,Steven Clark,GK, $135Ê000.00 , $138Ê333.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Arrieta,Jairo,Jairo Arrieta,F, $135Ê000.00 , $135Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
NE,Dorman,Andy,Andy Dorman,M, $135Ê000.00 , $135Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
NE,Bunbury,Teal,Teal Bunbury,F, $135Ê000.00 , $233Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
HOU,Bruin,Will,Will Bruin,F, $135Ê000.00 , $180Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
LAG,DeLaGarza,AJ,AJ DeLaGarza,D, $135Ê000.00 , $157Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
COL,LaBrocca,Nick,Nick LaBrocca,M, $135Ê000.00 , $153Ê333.00 ,"April 1, 2014",2014,April,April 2014,,
TFC,Osorio,Jonathan,Jonathan Osorio,M, $135Ê000.00 , $142Ê600.00 ,"April 1, 2014",2014,April,April 2014,,
LAG,Penedo,Jaime,Jaime Penedo,GK, $135Ê000.00 , $138Ê563.00 ,"April 1, 2014",2014,April,April 2014,,
CLB,Clark,Steven,Steven Clark,GK, $135Ê000.00 , $138Ê333.00 ,"April 1, 2014",2014,April,April 2014,,
CLB,Arrieta,Jairo,Jairo Arrieta,F, $135Ê000.00 , $135Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
NE,Dorman,Andy,Andy Dorman,M, $135Ê000.00 , $135Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
SEA,Zakuani,Steve,Steve Zakuani,F, $135Ê000.00 , $233Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
SEA,Gonzalez,Leonardo,Leonardo Gonzalez,D, $135Ê000.00 , $135Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
SEA,Zakuani,Steve,Steve Zakuani,F, $135Ê000.00 , $233Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
SEA,Gonzalez,Leonardo,Leonardo Gonzalez,D, $135Ê000.00 , $135Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
SEA,Zakuani,Steve,Steve Zakuani,F, $135Ê000.00 , $233Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
SEA,Gonzalez,Leonardo,Leonardo Gonzalez,D, $135Ê000.00 , $135Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
HOU,Kandji ,Macoumba ,Macoumba  Kandji ,F , $135Ê000.00 , $162Ê988.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Sarvas ,Marcelo ,Marcelo  Sarvas ,M , $135Ê000.00 , $161Ê875.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,Miranda ,Sebastian ,Sebastian  Miranda ,D , $135Ê000.00 , $140Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
CHV,Courtois ,Laurent ,Laurent  Courtois ,M , $135Ê000.00 , $267Ê167.00 ,"August 1, 2012",2012,August,August 2012,,
HOU,Kandji ,Macoumba ,Macoumba  Kandji ,F , $135Ê000.00 , $162Ê988.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Sarvas ,Marcelo ,Marcelo  Sarvas ,M , $135Ê000.00 , $161Ê875.00 ,"August 1, 2012",2012,August,August 2012,,
CHI,Frankowski ,Tomasz ,Tomasz  Frankowski ,F , $198Ê000.00 , $214Ê250.00 ,"July 10, 2008",2008,July,July 2008,,
CLB,Miranda ,Sebastian ,Sebastian  Miranda ,D , $135Ê000.00 , $140Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
CHV,Courtois ,Laurent ,Laurent  Courtois ,M , $135Ê000.00 , $267Ê167.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Kandji ,Macoumba ,Macoumba  Kandji ,F , $135Ê000.00 , $162Ê988.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Sarvas ,Marcelo ,Marcelo  Sarvas ,M , $135Ê000.00 , $161Ê875.00 ,"May 15, 2012",2012,May,May 2012,,
CHI,Franks ,Floyd ,Floyd  Franks ,M , $17Ê700.00 , $17Ê700.00 ,"July 31, 2007",2007,July,July 2007,,
CLB,Miranda ,Sebastian ,Sebastian  Miranda ,D , $135Ê000.00 , $140Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Hainault ,Andrew ,Andrew  Hainault ,D , $135Ê000.00 , $148Ê125.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,Dunivant ,Todd ,Todd  Dunivant ,D , $135Ê000.00 , $141Ê750.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Hurtado ,John Kennedy ,John Kennedy  Hurtado ,D , $135Ê000.00 , $136Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
RSL,Wingert ,Chris ,Chris  Wingert ,D , $135Ê000.00 , $135Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Richards ,Dane ,Dane  Richards ,M-F , $135Ê000.00 , $146Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
HOU,Robinson ,Eddie ,Eddie  Robinson ,D , $135Ê000.00 , $145Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
COL,Pickens ,Matt ,Matt  Pickens ,GK , $135Ê000.00 , $137Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Friedrich,Arne,Arne Friedrich,D, $300Ê000.00 , $367Ê500.00 ,"May 1, 2013",2013,May,May 2013,,
RSL,Deuchar ,Kenny ,Kenny  Deuchar ,F , $135Ê000.00 , $145Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Rocha ,Andre ,Andre  Rocha ,M , $135Ê000.00 , $135Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,McManus ,Tom ,Tom  McManus ,F , $134Ê400.00 , $140Ê463.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Herivaux,Zachary,Zachary Herivaux,M, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
CLB,Carroll ,Brian ,Brian  Carroll ,M , $133Ê875.00 , $137Ê625.00 ,"September 15, 2009",2009,September,September 2009,,
CLB,O'Rourke ,Danny ,Danny  O'Rourke ,D , $133Ê100.00 , $145Ê600.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,O'Rourke ,Danny ,Danny  O'Rourke ,D , $133Ê100.00 , $145Ê600.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,O'Rourke ,Danny ,Danny  O'Rourke ,D , $133Ê100.00 , $145Ê600.00 ,"May 15, 2012",2012,May,May 2012,,
COL,Petke ,Mike ,Mike  Petke ,D , $133Ê000.00 , $133Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NYCFC,Hernandez,Jason,Jason Hernandez,D, $175Ê000.00 , $185Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
LAG,DeLaGarza,AJ,AJ DeLaGarza,D, $132Ê500.00 , $155Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Moreno ,Alejandro ,Alejandro  Moreno ,F , $132Ê300.00 , $137Ê300.00 ,"September 15, 2009",2009,September,September 2009,,
HOU,Davis ,Brad ,Brad  Davis ,M , $132Ê300.00 , $132Ê300.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Jazic,Ante,Ante Jazic,D, $132Ê188.00 , $132Ê188.00 ,"September 15, 2013",2013,September,September 2013,,
CHV,Jazic,Ante,Ante Jazic,D, $132Ê188.00 , $132Ê188.00 ,"August 1, 2013",2013,August,August 2013,,
CHV,Jazic,Ante,Ante Jazic,D, $132Ê188.00 , $132Ê188.00 ,"May 1, 2013",2013,May,May 2013,,
FCD,Hernandez,Moises,Moises Hernandez,D, $60Ê000.00 , $61Ê625.00 ,"September 15, 2015",2015,September,September 2015,,
CLB,Higuain,Federico,Federico Higuain,M-F, $1Ê175Ê000.00 , $1Ê175Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SEA,Traore,Djimi,Djimi Traore,D, $132Ê000.00 , $132Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
SEA,Traore,Djimi,Djimi Traore,D, $132Ê000.00 , $132Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
NE,Bengtson,Jerry,Jerry Bengtson,F, $132Ê000.00 , $138Ê840.00 ,"September 15, 2013",2013,September,September 2013,,
NE,Bengtson,Jerry,Jerry Bengtson,F, $132Ê000.00 , $138Ê840.00 ,"August 1, 2013",2013,August,August 2013,,
NE,Bengtson,Jerry,Jerry Bengtson,F, $132Ê000.00 , $138Ê840.00 ,"May 1, 2013",2013,May,May 2013,,
CHV,Courtois,Laurent,Laurent Courtois,M, $132Ê000.00 , $132Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
CLB,Renteria ,Emilio ,Emilio  Renteria ,F , $132Ê000.00 , $133Ê875.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,Renteria ,Emilio ,Emilio  Renteria ,F , $132Ê000.00 , $133Ê875.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,Renteria ,Emilio ,Emilio  Renteria ,F , $132Ê000.00 , $133Ê875.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Birchall ,Chris ,Chris  Birchall ,M , $132Ê000.00 , $145Ê125.00 ,"August 12, 2010",2010,August,August 2010,,
CHV,Umana ,Michael ,Michael  Umana ,D , $132Ê000.00 , $144Ê313.00 ,"August 12, 2010",2010,August,August 2010,,
COL,Moor ,Drew ,Drew  Moor ,D , $132Ê000.00 , $149Ê189.00 ,"September 15, 2009",2009,September,September 2009,,
FCD,Moor ,Drew ,Drew  Moor ,D , $132Ê000.00 , $149Ê189.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Ricchetti ,Pablo ,Pablo  Ricchetti ,M , $132Ê000.00 , $138Ê625.00 ,"July 10, 2008",2008,July,July 2008,,
SJE,Cochrane ,Ryan ,Ryan  Cochrane ,D , $132Ê000.00 , $133Ê250.00 ,"July 10, 2008",2008,July,July 2008,,
LAG,Pavon ,Carlos ,Carlos  Pavon ,F , $132Ê000.00 , $141Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
ORL,Higuita,Cristian,Cristian Higuita,M, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
TFC,Johnson ,Ryan ,Ryan  Johnson ,M , $131Ê250.00 , $131Ê250.00 ,"January 9, 2011",2011,January,January 2011,,
HOU,Robinson ,Eddie ,Eddie  Robinson ,D , $131Ê250.00 , $131Ê250.00 ,"July 10, 2008",2008,July,July 2008,,
SKC,Garcia ,Nick ,Nick  Garcia ,D , $131Ê250.00 , $136Ê250.00 ,"July 31, 2007",2007,July,July 2007,,
LAG,Vagenas ,Peter ,Peter  Vagenas ,M , $131Ê250.00 , $131Ê875.00 ,"July 31, 2007",2007,July,July 2007,,
